Fighting songs and warring words,http://www.tandfebooks.com/isbn/9780203007921
The Presocratic philosophers,http://www.tandfebooks.com/isbn/9780203007372
Plato's invisible cities,http://www.tandfebooks.com/isbn/9780203007341
The immaterial self,http://www.tandfebooks.com/isbn/9780203004081
"Wisdom, information, and wonder",http://www.tandfebooks.com/isbn/9780203003879
Marxist theories of imperialism,http://www.tandfebooks.com/isbn/9780203003817
Civil disobedience in focus,http://www.tandfebooks.com/isbn/9780203003657
Introducing Lyotard,http://www.tandfebooks.com/isbn/9780203002230
Geoffrey Hartman,http://www.tandfebooks.com/isbn/9780203002216
Citizenship in a global world,http://www.tandfebooks.com/isbn/9780203001288
"The effective teacher's guide to behavioural, emotional and social difficulties",http://www.tandfebooks.com/isbn/9780203008027
Understanding children's literature,http://www.tandfebooks.com/isbn/9780203008300
Medieval texts in context,http://www.tandfebooks.com/isbn/9780203008379
"Hegel, Kant and the structure of the object /",http://www.tandfebooks.com/isbn/9780203006542
Introducing persons,http://www.tandfebooks.com/isbn/9780203005736
Content and consciousness /,http://www.tandfebooks.com/isbn/9780203005729
Nietzsche as educator,http://www.tandfebooks.com/isbn/9780203004951
Modern biology and natural theology,http://www.tandfebooks.com/isbn/9780203004357
Causation and universals,http://www.tandfebooks.com/isbn/9780203004234
Early medieval philosophy (480-1150),http://www.tandfebooks.com/isbn/9780203004227
Classical modern philosophers :,http://www.tandfebooks.com/isbn/9780203004210
Ezra Pound as literary critic,http://www.tandfebooks.com/isbn/9780203009000
Nietzsche and modern German thought,http://www.tandfebooks.com/isbn/9780203003978
The bounds of sense :,http://www.tandfebooks.com/isbn/9780203010860
Between feminism and psychoanalysis,http://www.tandfebooks.com/isbn/9780203011126
The structure of British industry /,http://www.tandfebooks.com/isbn/9780203013762
The riddle of Freud :,http://www.tandfebooks.com/isbn/9780203013984
The theatre of the dream /,http://www.tandfebooks.com/isbn/9780203013991
Oceanography and marine biology,http://www.tandfebooks.com/isbn/9780203014806
Deducibility and decidability,http://www.tandfebooks.com/isbn/9780203015094
Cities and cinema,http://www.tandfebooks.com/isbn/9780203015605
Oceanography and marine biology,http://www.tandfebooks.com/isbn/9780203016299
Dewey,http://www.tandfebooks.com/isbn/9780203009840
Tractatus logico-philosophicus,http://www.tandfebooks.com/isbn/9780203010341
Later medieval philosophy (1150-1350),http://www.tandfebooks.com/isbn/9780203017036
An encyclopaedia of philosophy,http://www.tandfebooks.com/isbn/9780203013205
Change in British politics,http://www.tandfebooks.com/isbn/9780203013274
The political economy of rural poverty,http://www.tandfebooks.com/isbn/9780203013304
