Testing statistical hypotheses,http://dx.doi.org/10.1007/0-387-27605-X
Optical guided-wave chemical and biosensors.,http://dx.doi.org/10.1007/978-3-642-02827-4
Architecture-based design of multi-agent systems,http://dx.doi.org/10.1007/978-3-642-01064-4
Service oriented infrastructures and cloud service platforms for the enterprise,http://dx.doi.org/10.1007/978-3-642-04086-3
Parallel programming,http://dx.doi.org/10.1007/978-3-642-04818-0
Encyclopedia of Astrobiology,http://link.springer.com/referencework/10.1007/978-3-642-27833-4
Managing and mining graph data,http://dx.doi.org/10.1007/978-1-4419-6045-0
ISSE 2009 Securing Electronic Business Processes,http://dx.doi.org/10.1007/978-3-8348-9363-5
Domain-specific model-driven testing,http://dx.doi.org/10.1007/978-3-8348-9624-7
Orbits,http://dx.doi.org/10.1007/978-3-540-78522-4
Interstitial fibrosis in heart failure,http://dx.doi.org/10.1007/b99419
Wireless optical communication systems,http://dx.doi.org/10.1007/b99592
Encyclopedia of Astrobiology,http://link.springer.com/referencework/10.1007/978-3-642-27833-4
